13080830.2199,4715280.81452,0.0
13080830.4301,4715280.51353,0.0
13080830.4301,4715280.51353,0.0
13080830.4302,4715280.52787,0.0
13080830.4302,4715280.52787,0.0
13080830.4302,4715280.52787,0.0
13080830.4302,4715280.52787,0.0
13080830.4302,4715280.52787,0.0
13080830.4302,4715280.52787,0.0
13080830.4303,4715280.5422,0.0
13080830.4303,4715280.5422,0.0
13080830.4191,4715280.5422,0.0
13080830.4191,4715280.5422,0.0
13080830.4191,4715280.5422,0.0
13080830.4191,4715280.5422,0.0
13080830.4191,4715280.5422,0.0
13080830.4191,4715280.5422,0.0
13080830.4192,4715280.55653,0.0
13080830.4192,4715280.55653,0.0
13080830.4192,4715280.55653,0.0
13080830.4192,4715280.55653,0.0
13080830.4303,4715280.5422,0.0
13080830.4303,4715280.5422,0.0
13080830.4303,4715280.5422,0.0
13080830.4303,4715280.5422,0.0
13080830.4303,4715280.5422,0.0
13080830.4303,4715280.5422,0.0
13080830.4413,4715280.52787,0.0
13080830.4413,4715280.52787,0.0
13080830.4413,4715280.52787,0.0
13080830.4413,4715280.52787,0.0
13080830.4413,4715280.52787,0.0
13080830.4413,4715280.52787,0.0
13080830.4413,4715280.51353,0.0
13080830.4413,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4524,4715280.51353,0.0
13080830.4635,4715280.4992,0.0
13080830.4635,4715280.4992,0.0
13080830.4635,4715280.4992,0.0
13080830.4635,4715280.4992,0.0
13080830.4635,4715280.4992,0.0
13080830.4635,4715280.4992,0.0
13080830.4634,4715280.48487,0.0
13080830.4634,4715280.48487,0.0
13080830.4745,4715280.48487,0.0
13080830.4745,4715280.48487,0.0
13080830.4745,4715280.48487,0.0
13080830.4745,4715280.48487,0.0
13080830.4745,4715280.48487,0.0
13080830.4745,4715280.48487,0.0
13080830.4856,4715280.47054,0.0
13080830.4856,4715280.47054,0.0
13080830.4856,4715280.47054,0.0
13080830.4856,4715280.47054,0.0
13080830.4968,4715280.47054,0.0
13080830.4968,4715280.47054,0.0
